Schooljaar;Schoolcode;tSchool;Type data;Geslacht;Bouw;Leerjaar;Profiel;Aantal leerlingen;Aantal leerlingen vj;tAantal verhuizers;tAantal afstromers;tAantal overleden;Aantal bevorderd;Aantal geslaagd
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;6;14;;;;6;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Economie en Maatschappij;15;18;;;;15;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Techniek;14;16;;;;13;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Techniek;9;24;;;;9;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;30;33;;;;30;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Economie en Maatschappij;18;14;;;;18;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;8;14;;0;;;8
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;1;1;;0;;;1
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Techniek;15;16;;0;;;15
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;5;3;;0;;;5
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;34;20;;0;;;34
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Economie en Maatschappij;16;13;;0;;;16
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;12;15;;0;;;12
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;33;22;;1;;29;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;30;29;;1;;29;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;13;4;;1;;;12
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;19;17;;1;;;18
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;3;;67;68;;1;;66;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;3;;68;68;;2;;66;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;2;;91;74;2;2;;86;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;1;;86;80;;3;;83;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;2;;75;73;1;3;;67;
19-20;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;1;;65;91;;5;;59;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;;6;;;;;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;;1;;;;;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;5;7;;;;5;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;26;28;;;;24;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;18;16;;;;17;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;15;16;;;;15;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;33;30;;;;32;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;12;8;;;;12;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Techniek;8;14;;;;8;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;30;33;;;;29;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Techniek;6;9;;;;6;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;36;30;;;;35;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;7;6;;;;7;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;8;6;;;;8;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;14;18;;;;14;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;6;13;;0;;;6
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Economie en Maatschappij;15;16;;0;;;15
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;28;19;;0;;;27
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Techniek;14;15;;0;;;14
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;6;5;;0;;;6
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Economie en Maatschappij;21;15;1;0;;19;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;17;12;;0;;;16
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;15;8;;0;;;15
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;27;34;;1;;;25
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Economie en Maatschappij;25;18;;1;;23;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;1;;80;86;;1;;78;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;1;;56;65;;2;;53;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;3;;87;67;1;3;;82;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;2;;87;75;;4;;75;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;3;;67;68;;4;;60;
20-21;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;2;;61;91;;5;;54;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;13;18;;;;11;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;11;7;;;;11;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;16;12;;;;14;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Techniek;6;8;;;;6;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;32;30;;;;30;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;4;8;;;;2;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Techniek;12;6;;;;11;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Economie en Maatschappij;21;25;;;;20;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;1;;;;;1;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Economie en Maatschappij;25;21;;;;22;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;31;26;;;;30;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;17;14;;;;17;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;1;;;;;1;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;7;5;;;;7;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;24;27;;0;;;24
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;5;6;;0;;;4
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;10;6;;0;;;10
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;1;;;0;;;1
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Techniek;8;14;;0;;;8
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;28;36;;1;;25;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;3;;56;87;;1;;54;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;2;;55;61;1;1;;52;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Economie en Maatschappij;18;15;;1;;;16
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;40;33;;1;;37;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;15;15;;1;;;13
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;16;15;;1;;13;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;17;17;;2;;;14
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;30;28;;3;;;24
21-22;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;1;;90;56;2;3;;81;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;3;;78;67;;4;;74;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;1;;71;80;1;4;;65;
21-22;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;2;;86;87;1;5;;73;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;9;17;;;;9;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;36;31;;;;33;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;;15;;;;;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;;1;;;;;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Techniek;;8;;;;;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;11;7;;;;10;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Economie en Maatschappij;;18;;;;;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Economie en Maatschappij;20;21;;;;19;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Profielcombinatie NTNG;1;;;;;1;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Techniek;9;6;;;;9;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;27;32;;;;23;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Techniek;13;12;;;;13;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;4;1;;;;3;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;1;10;;;;;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;24;;;0;;;24
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;30;;;0;;;29
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;7;16;1;0;;6;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NGCM;1;;;0;;;1
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;1;5;;0;;;1
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;11;;;0;;;11
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;20;13;;1;;19;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;33;40;;1;;30;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;9;11;;1;;8;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;17;16;;1;;15;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;3;;55;56;;1;;50;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Economie en Maatschappij;20;25;;1;;18;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;16;17;;1;;;14
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;41;28;;1;;37;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;7;4;;2;;5;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;9;30;;2;;;7
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;30;1;;2;;;28
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;6;24;;3;;;3
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;1;;77;90;;3;;74;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;2;;74;86;1;5;;55;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;1;;68;71;;5;;61;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;3;;73;78;;6;;64;
22-23;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;2;;83;55;;9;;70;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;;24;;;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;;11;;;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NGCM;;1;;;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Profielcombinatie NTNG;;1;;;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;;30;;;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;1;4;;1;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;2;30;;2;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;5;7;;5;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;6;1;;6;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;7;11;;7;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;7;20;;7;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;8;9;;8;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;9;7;;9;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;9;1;;9;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Techniek;9;;;9;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;10;17;;10;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;10;9;;10;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Techniek;12;9;;12;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;17;16;;17;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Economie en Maatschappij;18;;;18;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;18;;;18;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Techniek;20;13;;20;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Economie en Maatschappij;20;20;;20;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;23;9;;23;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Economie en Maatschappij;25;20;;25;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;26;33;;26;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;28;41;;28;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;34;36;;34;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;34;6;;34;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;35;27;;35;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;1;;58;77;;58;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;3;;58;73;;58;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;2;;76;74;;76;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;3;;77;55;;77;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Vrouw;Onderbouw;2;;80;83;;80;;;
23-24;13556-21AF-000;05. 13556-21AF-000;School;Man;Onderbouw;1;;88;68;;88;;;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;6;;;;;6;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;17;;;;;15;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;5;Natuur en Techniek;22;;;;;21;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;7;;;;;7;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;5;Economie en Maatschappij;13;;;;;13;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;15;;;;;15;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;5;Profielcombinatie NTNG;1;;;;;1;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;14;;;;;13;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;20;;;;;18;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;5;Profielcombinatie NTNG;1;;;;;;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;6;;;;;6;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;1;;;;;1;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;9;;;0;;;8
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;2;;;0;;;2
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;6;;;0;;;5
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;14;;;0;;;14
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;6;Natuur en Techniek;4;;;0;;;3
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;19;;;0;;;19
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NGCM;1;;;0;;;1
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;15;;;0;;;15
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;6;Natuur en Techniek;2;;;0;;;1
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;11;;;0;;;10
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;4;Economie en Maatschappij;24;;;1;;21;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;6;Economie en Maatschappij;3;;;1;;;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;10;;;1;;9;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;2;;;1;;;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;15;;;1;;11;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;18;;;1;;;15
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;2;;;2;;;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Onderbouw;3;;59;;2;2;;52;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;4;Natuur en Techniek;26;;;2;;23;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Onderbouw;2;;53;;1;2;;46;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Onderbouw;1;;52;;;3;;48;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Onderbouw;1;;55;;;5;;50;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Onderbouw;3;;56;;;7;;45;
18-19;42818-20QU-000;06. 42818-20QU-000;School;Man;Onderbouw;2;;80;;;10;;65;
19-20;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;5;6;;;;5;
19-20;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;1;14;;;;1;
19-20;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;1;1;;;;1;
19-20;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Profielcombinatie EMCM;17;;;;;15;
19-20;42818-20QU-000;06. 42818-20QU-000;School;Man;Bovenbouw;5;Profielcombinatie NTNG;20;1;;;;19;
19-20;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;18;;;;;18;
19-20;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;11;15;;;;9;
19-20;42818-20QU-000;06. 42818-20QU-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;6;6;;;;6;
