Type data;tSchool;Schooljaar;Voorlopig definitief;Vak omschrijving;Aantal vak deelnemers;tCentraal examen;tSchoolexamen;tVerschilSeCe;Percentiel ce;Percentiel se;Percentiel sece
Benchmark;VWO Landelijk;17-18;Definitief;Wiskunde B;19318;7056838;6665679;-391158;;;
Benchmark;VWO Landelijk;17-18;Definitief;Wiskunde C;1159;6333735;6470836;137100;;;
Benchmark;VWO Landelijk;17-18;Definitief;Wiskunde D;3271;;7380403;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Aardrijkskunde;12345;6343321;6567306;223985;;;
Benchmark;VWO Landelijk;18-19;Definitief;Algemene natuurwetenschappen;8397;;7167405;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Bewegen, sport en maatschappij;1721;;7167112;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Biologie;20843;6234476;6524828;290351;;;
Benchmark;VWO Landelijk;18-19;Definitief;Chinese taal en cultuur;176;;7585795;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Duits;20364;6266200;6532660;266460;;;
Benchmark;VWO Landelijk;18-19;Definitief;Economie;20000;6361350;6465539;104190;;;
Benchmark;VWO Landelijk;18-19;Definitief;Engels;38534;6980788;7004191;23402;;;
Benchmark;VWO Landelijk;18-19;Definitief;Filosofie;3056;6632460;6947382;314921;;;
Benchmark;VWO Landelijk;18-19;Definitief;Frans;13865;6405120;6671878;266758;;;
Benchmark;VWO Landelijk;18-19;Definitief;Geschiedenis;17003;6280168;6670546;390378;;;
Benchmark;VWO Landelijk;18-19;Definitief;Godsdienst;5032;;7296343;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Grieks;2651;6690984;6760882;69898;;;
Benchmark;VWO Landelijk;18-19;Definitief;Informatica;5214;;7279075;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Kunst (algemeen);33;6663636;;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Kunst (beeldende vormgeving);3057;6415924;7242427;822240;;;
Benchmark;VWO Landelijk;18-19;Definitief;Kunst (drama);739;6247667;7367388;1111953;;;
Benchmark;VWO Landelijk;18-19;Definitief;Kunst (muziek);908;6300345;7356718;1051783;;;
Benchmark;VWO Landelijk;18-19;Definitief;Latijn;7569;6726106;6585678;-140428;;;
Benchmark;VWO Landelijk;18-19;Definitief;Levensbeschouwelijk vormingsonderwijs;7526;;7349149;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Literatuur;1061;;6997737;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Maatschappijleer;36781;;7111236;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Maatschappijwetenschappen;3139;6369385;6710895;341510;;;
Benchmark;VWO Landelijk;18-19;Definitief;Management en organisatie;9915;6252355;6605133;352778;;;
Benchmark;VWO Landelijk;18-19;Definitief;Muziek;1024;6503222;7319921;816699;;;
Benchmark;VWO Landelijk;18-19;Definitief;Natuur, leven en technologie;3478;;7074324;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Natuurkunde;21147;6632865;6597238;-35626;;;
Benchmark;VWO Landelijk;18-19;Definitief;Nederlands;38581;6204906;6688647;483740;;;
Benchmark;VWO Landelijk;18-19;Definitief;Onderzoek en ontwerpen (beschikking 2007);1156;;7469031;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Russische taal en literatuur;11;8209090;8081818;-127272;;;
Benchmark;VWO Landelijk;18-19;Definitief;Scheikunde;23066;6525860;6526627;767;;;
Benchmark;VWO Landelijk;18-19;Definitief;Spaanse taal en literatuur;1694;6394391;6774852;380460;;;
Benchmark;VWO Landelijk;18-19;Definitief;Spaanse taal en literatuur (elementair);913;;7270208;;;;
Benchmark;VWO Landelijk;18-19;Definitief;Tekenen;1762;6783881;7014699;230817;;;
Benchmark;VWO Landelijk;18-19;Definitief;Totaal;38689;6522438;6775426;150831;;;
Benchmark;VWO Landelijk;18-19;Definitief;Wiskunde A;18148;6864850;6616701;-248148;;;
Benchmark;VWO Landelijk;18-19;Definitief;Wiskunde B;19592;7021922;6679057;-342864;;;
Benchmark;VWO Landelijk;18-19;Definitief;Wiskunde C;989;6347017;6483013;135995;;;
Benchmark;VWO Landelijk;18-19;Definitief;Wiskunde D;3202;;7367114;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Aardrijkskunde;12730;;6592702;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Algemene natuurwetenschappen;6692;;7177226;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Bewegen, sport en maatschappij;1858;;7146609;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Biologie;20929;;6509833;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Chinese taal en cultuur;227;;7490748;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Culturele en kunstzinnige vorming;27204;;7358152;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Duits;19828;;6538758;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Economie;20102;;6459854;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Engels;38676;;6999720;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Filosofie;2990;;7005986;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Frans;13755;;6662631;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Friese taal en cultuur;24;;7179166;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Geschiedenis;17214;;6656750;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Godsdienst;5118;;7271414;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Grieks;2920;;6711815;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Informatica;5010;;7284950;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Kunst (beeldende vormgeving);3063;;7254489;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Kunst (drama);742;;7354582;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Kunst (muziek);876;;7341552;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Latijn;7502;;6518141;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Levensbeschouwelijk vormingsonderwijs;7702;;7294131;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Literatuur;981;;7006625;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Maatschappijleer;36908;;7068735;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Maatschappijwetenschappen;3017;;6737620;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Management en organisatie;10028;;6578988;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Muziek;1012;;7328359;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Natuur, leven en technologie;3455;;7042141;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Natuurkunde;21116;;6607089;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Nederlands;38719;;6693310;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Onderzoek en ontwerpen (beschikking 2007);1150;;7404869;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Russische taal;1;;8800000;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Russische taal en literatuur;21;;8247619;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Scheikunde;23009;;6531752;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Spaanse taal en literatuur;1967;;6669039;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Spaanse taal en literatuur (elementair);843;;7179952;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Tekenen;1845;;7053008;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Totaal;38871;;6806419;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Wiskunde A;18603;;6612922;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Wiskunde B;19305;;6723465;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Wiskunde C;961;;6503121;;;;
Benchmark;VWO Landelijk;19-20;Definitief;Wiskunde D;3104;;7448453;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Aardrijkskunde;12999;6489528;6602507;112032;;;
Benchmark;VWO Landelijk;20-21;Definitief;Algemene natuurwetenschappen;5987;;7108201;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Bedrijfseconomie;10279;6308045;6505282;197237;;;
Benchmark;VWO Landelijk;20-21;Definitief;Bewegen, sport en maatschappij;2009;;7184917;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Biologie;21144;6216100;6519598;301779;;;
Benchmark;VWO Landelijk;20-21;Definitief;Chinese taal en cultuur;284;;7470422;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Culturele en kunstzinnige vorming;27823;;7388241;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Duits;19248;6382580;6511273;117628;;;
Benchmark;VWO Landelijk;20-21;Definitief;Economie;19585;5835449;6454776;617722;;;
Benchmark;VWO Landelijk;20-21;Definitief;Engels;38948;6986405;7000174;-3555;;;
Benchmark;VWO Landelijk;20-21;Definitief;Filosofie;2974;6633648;6985507;351621;;;
Benchmark;VWO Landelijk;20-21;Definitief;Frans;14155;6384614;6643002;249095;;;
Benchmark;VWO Landelijk;20-21;Definitief;Friese taal en cultuur;21;6542857;7423809;880952;;;
Benchmark;VWO Landelijk;20-21;Definitief;Geschiedenis;17327;6477005;6658758;180789;;;
Benchmark;VWO Landelijk;20-21;Definitief;Godsdienst;5145;;7365072;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Grieks;2939;6498937;6705580;200856;;;
Benchmark;VWO Landelijk;20-21;Definitief;Informatica;5056;;7335759;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Kunst (algemeen);25;7072000;;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Kunst (beeldende vormgeving);3079;6429655;7296394;866235;;;
Benchmark;VWO Landelijk;20-21;Definitief;Kunst (drama);683;6302799;7326061;1016640;;;
Benchmark;VWO Landelijk;20-21;Definitief;Kunst (muziek);961;6203056;7344536;1146506;;;
Benchmark;VWO Landelijk;20-21;Definitief;Latijn;7138;6101619;6474674;370806;;;
Benchmark;VWO Landelijk;20-21;Definitief;Levensbeschouwelijk vormingsonderwijs;7652;;7345321;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Literatuur;903;;7059689;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Maatschappijleer;37166;;7078273;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Maatschappijwetenschappen;3261;6489022;6724655;235393;;;
Benchmark;VWO Landelijk;20-21;Definitief;Management en organisatie;125;6325000;6690400;230769;;;
Benchmark;VWO Landelijk;20-21;Definitief;Muziek;1042;6359980;7377159;1018889;;;
Benchmark;VWO Landelijk;20-21;Definitief;Natuur, leven en technologie;3318;;7068625;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Natuurkunde;21244;6511268;6581797;69694;;;
Benchmark;VWO Landelijk;20-21;Definitief;Nederlands;39010;6320548;6729810;408925;;;
Benchmark;VWO Landelijk;20-21;Definitief;Onderzoek en ontwerpen (beschikking 2007);1305;;7425823;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Scheikunde;23191;6493640;6503997;9178;;;
Benchmark;VWO Landelijk;20-21;Definitief;Spaanse taal en literatuur;1959;6412893;6693415;266064;;;
Benchmark;VWO Landelijk;20-21;Definitief;Spaanse taal en literatuur (elementair);769;;7224967;;;;
Benchmark;VWO Landelijk;20-21;Definitief;Tekenen;2014;6746030;7055710;308886;;;
Benchmark;VWO Landelijk;20-21;Definitief;Totaal;39148;6481410;6807249;178399;;;
Benchmark;VWO Landelijk;20-21;Definitief;Wiskunde A;19055;6920997;6586927;-335193;;;
Benchmark;VWO Landelijk;20-21;Definitief;Wiskunde B;19159;6679195;6669956;-14501;;;
Benchmark;VWO Landelijk;20-21;Definitief;Wiskunde C;877;6101484;6463968;362100;;;
Benchmark;VWO Landelijk;20-21;Definitief;Wiskunde D;3182;;7368918;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Aardrijkskunde;13517;6396774;6554782;157975;;;
Benchmark;VWO Landelijk;21-22;Definitief;Algemene natuurwetenschappen;5321;;7154707;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Bedrijfseconomie;10222;6152680;6389366;236685;;;
Benchmark;VWO Landelijk;21-22;Definitief;Bewegen, sport en maatschappij;2247;;7131642;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Biologie;20490;6352193;6464114;111903;;;
Benchmark;VWO Landelijk;21-22;Definitief;Chinese taal en cultuur;266;;7249624;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Culturele en kunstzinnige vorming;26972;;7433319;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Duits;18197;6207599;6516634;307819;;;
Benchmark;VWO Landelijk;21-22;Definitief;Economie;18972;5604670;6335584;730913;;;
Benchmark;VWO Landelijk;21-22;Definitief;Engels;38167;7030207;7003214;-27779;;;
Benchmark;VWO Landelijk;21-22;Definitief;Filosofie;3088;6648898;6906023;257124;;;
Benchmark;VWO Landelijk;21-22;Definitief;Frans;13882;6335185;6565588;229665;;;
Benchmark;VWO Landelijk;21-22;Definitief;Friese taal en cultuur;32;6571874;7040625;468750;;;
Benchmark;VWO Landelijk;21-22;Definitief;Geschiedenis;17366;6064111;6564056;499850;;;
Benchmark;VWO Landelijk;21-22;Definitief;Godsdienst;4962;;7371080;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Grieks;3036;6404776;6663537;258761;;;
Benchmark;VWO Landelijk;21-22;Definitief;Informatica;4732;;7343343;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Italiaanse taal en literatuur;21;;7633333;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Kunst (algemeen);14;6992857;;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Kunst (beeldende vormgeving);3272;6529518;7236094;706354;;;
Benchmark;VWO Landelijk;21-22;Definitief;Kunst (drama);722;6458550;7367174;916376;;;
Benchmark;VWO Landelijk;21-22;Definitief;Kunst (muziek);875;6433971;7358628;912918;;;
Benchmark;VWO Landelijk;21-22;Definitief;Latijn;6749;5943879;6420358;476422;;;
Benchmark;VWO Landelijk;21-22;Definitief;Levensbeschouwelijk vormingsonderwijs;6972;;7362062;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Literatuur;863;;7002549;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Maatschappijleer;36160;;7141703;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Maatschappijwetenschappen;3236;6386990;6658374;271384;;;
Benchmark;VWO Landelijk;21-22;Definitief;Management en organisatie;1;6700000;5900000;-800000;;;
Benchmark;VWO Landelijk;21-22;Definitief;Muziek;1046;6354971;7279158;924187;;;
Benchmark;VWO Landelijk;21-22;Definitief;Natuur, leven en technologie;3215;;7068024;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Natuurkunde;20279;6752014;6513624;-238389;;;
Benchmark;VWO Landelijk;21-22;Definitief;Nederlands;38212;6115490;6698369;582797;;;
Benchmark;VWO Landelijk;21-22;Definitief;Onderzoek en ontwerpen (beschikking 2007);1203;;7484704;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Russische taal en literatuur;22;9571428;8981818;-628571;;;
Benchmark;VWO Landelijk;21-22;Definitief;Scheikunde;22357;6748389;6434481;-313915;;;
Benchmark;VWO Landelijk;21-22;Definitief;Spaanse taal en literatuur;2148;6427632;6733379;303681;;;
Benchmark;VWO Landelijk;21-22;Definitief;Spaanse taal en literatuur (elementair);775;;7140000;;;;
Benchmark;VWO Landelijk;21-22;Definitief;Tekenen;1923;6623673;6996151;372840;;;
Benchmark;VWO Landelijk;21-22;Definitief;Totaal;38367;6416540;6773247;193689;;;
Benchmark;VWO Landelijk;21-22;Definitief;Wiskunde A;19575;6636020;6484030;-151989;;;
Benchmark;VWO Landelijk;21-22;Definitief;Wiskunde B;17952;6536791;6584943;47816;;;
Benchmark;VWO Landelijk;21-22;Definitief;Wiskunde C;784;6191454;6374617;183163;;;
Benchmark;VWO Landelijk;21-22;Definitief;Wiskunde D;2813;;7416601;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Aardrijkskunde;13736;6271017;6544670;273653;;;
Benchmark;VWO Landelijk;22-23;Definitief;Algemene natuurwetenschappen;4579;;7138894;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Bedrijfseconomie;9749;6370858;6401302;30444;;;
Benchmark;VWO Landelijk;22-23;Definitief;Bewegen, sport en maatschappij;2162;;7176780;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Biologie;19771;6687355;6423767;-263588;;;
Benchmark;VWO Landelijk;22-23;Definitief;Chinese taal en cultuur;254;;7279133;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Culturele en kunstzinnige vorming;26320;;7447222;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Duits;17602;6398994;6511095;112100;;;
Benchmark;VWO Landelijk;22-23;Definitief;Economie;18217;6247488;6298424;50935;;;
Benchmark;VWO Landelijk;22-23;Definitief;Engels;37176;6952181;6987325;35143;;;
Benchmark;VWO Landelijk;22-23;Definitief;Filosofie;3304;6497820;6896156;398335;;;
Benchmark;VWO Landelijk;22-23;Definitief;Frans;12986;6370175;6586277;216101;;;
Benchmark;VWO Landelijk;22-23;Definitief;Geschiedenis;17186;6346398;6534045;187646;;;
Benchmark;VWO Landelijk;22-23;Definitief;Godsdienst;4632;;7345358;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Grieks;2636;6690971;6643474;-47496;;;
Benchmark;VWO Landelijk;22-23;Definitief;Informatica;4592;;7340222;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Kunst (algemeen);53;6839622;;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Kunst (beeldende vormgeving);3304;6808366;7244430;433099;;;
Benchmark;VWO Landelijk;22-23;Definitief;Kunst (drama);720;6653690;7341388;682778;;;
Benchmark;VWO Landelijk;22-23;Definitief;Kunst (muziek);906;6694597;7347792;644597;;;
Benchmark;VWO Landelijk;22-23;Definitief;Latijn;6616;6621266;6473639;-147626;;;
Benchmark;VWO Landelijk;22-23;Definitief;Levensbeschouwelijk vormingsonderwijs;6717;;7367009;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Literatuur;905;;6933259;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Maatschappijleer;34978;;7124875;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Maatschappijwetenschappen;3237;6517330;6590948;73617;;;
Benchmark;VWO Landelijk;22-23;Definitief;Muziek;1078;6523654;7295732;772077;;;
Benchmark;VWO Landelijk;22-23;Definitief;Natuur, leven en technologie;3300;;7069848;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Natuurkunde;19421;6419442;6555239;135796;;;
Benchmark;VWO Landelijk;22-23;Definitief;Nederlands;37238;6199151;6675334;476182;;;
Benchmark;VWO Landelijk;22-23;Definitief;Onderzoek en ontwerpen (beschikking 2007);1171;;7425789;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Russische taal en literatuur;24;9486956;8620833;-895652;;;
Benchmark;VWO Landelijk;22-23;Definitief;Scheikunde;21583;6741949;6491975;-249974;;;
Benchmark;VWO Landelijk;22-23;Definitief;Spaanse taal en literatuur;2197;6582885;6664588;81702;;;
Benchmark;VWO Landelijk;22-23;Definitief;Spaanse taal en literatuur (elementair);680;;7051323;;;;
Benchmark;VWO Landelijk;22-23;Definitief;Tekenen;1924;6794334;7066268;271933;;;
Benchmark;VWO Landelijk;22-23;Definitief;Totaal;37412;6545261;6767925;61553;;;
Benchmark;VWO Landelijk;22-23;Definitief;Turkse taal en literatuur;46;7567391;7352173;-215217;;;
Benchmark;VWO Landelijk;22-23;Definitief;Wiskunde A;19498;6960165;6483249;-476915;;;
Benchmark;VWO Landelijk;22-23;Definitief;Wiskunde B;16975;6672795;6562326;-110468;;;
Benchmark;VWO Landelijk;22-23;Definitief;Wiskunde C;880;5990909;6377159;386249;;;
Benchmark;VWO Landelijk;22-23;Definitief;Wiskunde D;2575;;7406485;;;;
School;07. 13554-20RM-000;20-21;Definitief;Scheikunde;85;6729411;6655294;-74117;41;43;43
School;07. 13554-20RM-000;20-21;Definitief;Spaanse taal en literatuur;31;6938709;6874193;-64516;34;50;34
School;07. 13554-20RM-000;20-21;Definitief;Tekenen;15;7233333;7306666;73333;86;86;86
School;07. 13554-20RM-000;20-21;Definitief;Wiskunde A;63;6966666;6690476;-276190;53;62;48
School;07. 13554-20RM-000;20-21;Definitief;Wiskunde B;79;6779746;6856962;77215;39;48;36
School;07. 13554-20RM-000;20-21;Definitief;Wiskunde C;4;5575000;7000000;1425000;11;87;4
School;07. 13554-20RM-000;20-21;Definitief;Wiskunde D;1;;9000000;;;98;
School;07. 13554-20RM-000;21-22;Definitief;Totaal;138;6612031;6614405;-1743;53;5;79
School;07. 13554-20RM-000;21-22;Definitief;Aardrijkskunde;53;6688679;6330188;-358490;77;8;98
School;07. 13554-20RM-000;21-22;Definitief;Bedrijfseconomie;1;7200000;7600000;400000;100;100;25
School;07. 13554-20RM-000;21-22;Definitief;Biologie;83;6378313;6469879;91566;27;20;53
School;07. 13554-20RM-000;21-22;Definitief;Duits;26;6549999;6684615;134615;22;27;46
School;07. 13554-20RM-000;21-22;Definitief;Economie;54;6403703;6285185;-118518;93;31;98
School;07. 13554-20RM-000;21-22;Definitief;Engels;137;7311678;6661313;-650364;27;3;96
School;07. 13554-20RM-000;21-22;Definitief;Filosofie;39;7058974;6933333;-125641;56;50;64
School;07. 13554-20RM-000;21-22;Definitief;Frans;39;8000000;7079487;-920512;98;62;100
School;07. 13554-20RM-000;21-22;Definitief;Geschiedenis;75;5929333;6557333;628000;22;22;34
School;07. 13554-20RM-000;21-22;Definitief;Grieks;68;6810294;7036764;226470;89;93;65
School;07. 13554-20RM-000;21-22;Definitief;Italiaanse taal en literatuur;3;;8000000;;;100;
School;07. 13554-20RM-000;21-22;Definitief;Latijn;75;5554666;6334666;779999;39;48;29
School;07. 13554-20RM-000;21-22;Definitief;Maatschappijleer;138;;6507971;;;5;
School;07. 13554-20RM-000;21-22;Definitief;Natuur, leven en technologie;23;;7130434;;;53;
School;07. 13554-20RM-000;21-22;Definitief;Natuurkunde;81;6720987;6734567;13580;31;60;24
School;07. 13554-20RM-000;21-22;Definitief;Nederlands;137;6365693;6491970;126277;48;10;91
School;07. 13554-20RM-000;21-22;Definitief;Scheikunde;87;6706896;6947126;240229;22;84;10
School;07. 13554-20RM-000;21-22;Definitief;Spaanse taal en literatuur;37;6978378;6591891;-386486;60;40;60
School;07. 13554-20RM-000;21-22;Definitief;Tekenen;18;6911111;7266666;355555;58;72;72
School;07. 13554-20RM-000;21-22;Definitief;Wiskunde A;66;6472727;6275757;-196969;39;22;60
School;07. 13554-20RM-000;21-22;Definitief;Wiskunde B;66;6403030;6483333;80303;15;20;41
School;07. 13554-20RM-000;21-22;Definitief;Wiskunde C;5;6200000;5620000;-580000;52;14;83
School;07. 13554-20RM-000;21-22;Definitief;Wiskunde D;1;;10000000;;;100;
School;07. 13554-20RM-000;22-23;Definitief;Totaal;141;6547012;6426615;-174718;17;3;77
School;07. 13554-20RM-000;22-23;Definitief;Aardrijkskunde;57;6357894;6492982;135087;36;27;53
School;07. 13554-20RM-000;22-23;Definitief;Bedrijfseconomie;4;6850000;7750000;900000;88;100;7
School;07. 13554-20RM-000;22-23;Definitief;Biologie;87;6841379;6356321;-485057;43;20;77
School;07. 13554-20RM-000;22-23;Definitief;Duits;38;6742105;6678947;-63157;27;31;39
School;07. 13554-20RM-000;22-23;Definitief;Economie;50;6779999;5917999;-861999;89;5;100
School;07. 13554-20RM-000;22-23;Definitief;Engels;141;7214893;6626241;-588652;24;3;98
School;07. 13554-20RM-000;22-23;Definitief;Filosofie;23;7821739;7369565;-452173;100;87;95
School;07. 13554-20RM-000;22-23;Definitief;Frans;29;7296551;7103448;-193103;72;58;70
School;07. 13554-20RM-000;22-23;Definitief;Geschiedenis;75;6276000;6549333;273333;31;27;36
